!
! This ZMAP Grid was created using the GemGIS Package
! See https://github.com/cgre-aachen/gemgis for more information
!
! Unit B
!
@ZMAP_Grid, GRID, 5
15, -9999, , 5, 1
107, 155, 45.86917887568474, 3922.2900000000004, 13.55, 2696.4500000000003
0.0, 0.0, 0.0
@
    -9999.00000    -9999.00000    -9999.00000    -9999.00000    -9999.00000
    -9999.00000    -9999.00000    -9999.00000    -9999.00000      633.26379
      617.46027      601.52454      585.52997      569.54010      553.60852
      537.82336      522.14001      506.66763      491.40558      476.28464
      461.52209      446.92685      432.55759      418.56165      404.75784
      391.28336      378.19830      365.33374      352.99344      341.00980
      329.29178      318.26498      307.54691      297.24185      287.58737
      278.27783      269.56070      261.40646      253.62149      246.59821
      240.04536      233.91373      228.66660      223.80997      219.52548
      216.01604      212.91904      210.56114      208.85245      207.57399
      207.18660      207.32127      207.96042      209.50951      211.51910
      214.19092      217.59190      221.48949      226.17116      231.43025
      237.18381      243.87831      250.95473      258.57935      267.07864
      275.89163      285.34460      295.43344      305.94839      317.18555
      328.85678      340.86783      353.67795      366.78775      380.40369
      394.63220      409.23096      424.38190      440.06860      456.14584
      472.87280      490.01797      507.54782      525.55701      543.71069
      562.12531      580.30280      598.42505      615.87195    -9999.00000
    -9999.00000    -9999.00000    -9999.00000    -9999.00000    -9999.00000
    -9999.00000    -9999.00000    -9999.00000    -9999.00000    -9999.00000
    -9999.00000    -9999.00000    -9999.00000    -9999.00000    -9999.00000
    -9999.00000    -9999.00000    -9999.00000    -9999.00000    -9999.00000
    -9999.00000    -9999.00000    -9999.00000    -9999.00000    -9999.00000
    -9999.00000    -9999.00000    -9999.00000    -9999.00000    -9999.00000
    -9999.00000    -9999.00000    -9999.00000    -9999.00000    -9999.00000
    -9999.00000    -9999.00000      575.39197      558.34363      540.72894
      523.19836      505.86142      488.66666      471.80460      455.27704
      439.07742      423.10400      407.25101      391.57364      375.96170
      360.42206      344.92932      329.47073      314.06619      298.69601
      283.36511      268.07025      252.80714      237.55484      222.30176
      207.05634      191.77542      176.46669      161.13483      145.72540
    -9999.00000    -9999.00000    -9999.00000    -9999.00000    -9999.00000
    -9999.00000    -9999.00000    -9999.00000    -9999.00000    -9999.00000
      617.16754      601.19690      585.18127      569.18463      553.26691
      537.50568      521.84393      506.37695      491.11929      475.98813
      461.19894      446.56320      432.14325      418.08206      404.21387
      390.67099      377.51825      364.58752      352.18524      340.14194
      328.36639      317.28546      306.51559      296.16095      286.45782
