Date	Y	X	Z	RASTERVALU	Tiefe [km]	Magnitude	Epizentrum
21.03.2015	50.721	6.273	-2371.08	328.92	2.7	-0.3	ZWEIFALL
21.04.2018	50.887	6.526	-17801.42	-1.42	17.8	2.9	ETZWEILER
21.05.2017	50.889	6.155	-14551.62	148.38	14.7	0.6	ALSDORF
21.06.1980	50.805	6.365	-2318.04	181.96	2.5	-	LANGERWEHE
21.06.2009	50.9	6.145	-13457.29	142.71	13.6	2	ALSDORF
21.08.2004	50.92	6.458	-4550.75	249.25	4.8	1	E. STETTERNICH
21.08.2004	50.917	6.467	-3671.1	228.9	3.9	1.2	E. STETTERNICH
21.08.2013	50.769	6.311	-3763.27	236.73	4	1.3	STOLBERG
21.08.2013	50.771	6.303	-4681.65	218.35	4.9	1.7	STOLBERG
21.09.2002	50.888	6.238	-17769.88	130.12	17.9	0.7	ALDENHOVEN
21.09.2004	50.806	6.429	-12072.9	127.1	12.2	1.5	SCHLICH
21.09.2012	50.713	6.282	-5953.63	346.37	6.3	0.8	ZWEIFALL
21.11.2017	50.878	6.273	-5273.55	126.45	5.4	1.6	NIEDERMERZ
22.01.2008	50.908	6.477	-892.24	107.76	1	0.6	HAMBACH
22.02.2007	50.812	6.211	-19890.77	209.23	20.1	0.6	WUERSELEN
22.02.2007	50.828	6.22	-17902.82	197.18	18.1	0.4	ESCHWEILER
22.02.2007	50.838	6.197	-17015.41	184.59	17.2	0.6	ESCHWEILER
22.02.2007	50.863	6.23	-13052.21	147.79	13.2	1.7	ALSDORF
22.02.2007	50.869	6.259	-10470.15	129.85	10.6	1	ALSDORF
22.02.2012	50.724	6.271	-6086.32	313.68	6.4	-0.3	ZWEIFALL
22.02.2012	50.705	6.262	-7052.19	347.81	7.4	0.6	ZWEIFALL
22.02.2012	50.721	6.268	-5988.49	311.51	6.3	-0.2	ZWEIFALL
22.02.2012	50.707	6.263	-7039.45	360.55	7.4	0.4	ZWEIFALL
22.03.1995	50.864	6.215	-14251.63	148.37	14.4	-	SE. ALSDORF
22.04.2002	50.846	6.248	-12637.18	162.82	12.8	1.3	DUERWISS
22.04.2002	50.851	6.294	-12451.7	148.3	12.6	3	DUERWISS
22.04.2003	50.934	6.451	-1319.24	280.76	1.6	1.3	STETTERNICH
22.04.2003	50.725	6.342	-9092.7	307.3	9.4	1.4	NIDEGGEN
22.05.2010	50.718	6.452	-6841.84	158.16	7	0	OBERMAUBACH
22.07.2002	50.883	6.198	-10862.13	137.87	11	1.7	ALSDORF
22.07.2002	50.878	6.215	-9858.3	141.7	10	2.1	ALSDORF
22.07.2002	50.878	6.184	-12050.53	149.47	12.2	1	ALSDORF
22.07.2002	50.875	6.216	-9961.1	138.9	10.1	2.5	ALSDORF
22.07.2002	50.883	6.207	-12863.45	136.55	13	2.6	ALSDORF
22.07.2002	50.877	6.209	-9757.99	142.01	9.9	1.5	ALSDORF
22.07.2002	50.888	6.195	-8565.04	134.96	8.7	1	ALSDORF
22.07.2002	50.922	6.212	-8984.36	115.64	9.1	1.3	ALSDORF
22.07.2002	50.866	6.194	-10930.1	169.9	11.1	1.4	ALSDORF
22.07.2002	50.887	6.197	-12964.65	135.35	13.1	1.2	ALSDORF
22.07.2002	50.897	6.221	-8273.55	126.45	8.4	1.6	ALSDORF
22.07.2002	50.82	6.101	-16369.33	130.67	16.5	1.4	ALSDORF
22.07.2002	50.894	6.219	-5471.91	128.09	5.6	1.6	ALSDORF
22.07.2002	50.893	6.225	-9866.71	133.29	10	1	ALSDORF
22.07.2002	50.877	6.198	-13151.92	148.08	13.3	2.3	ALSDORF
22.07.2002	50.913	6.277	-4895.61	104.39	5	-	ALSDORF
22.07.2002	50.872	6.196	-12843.49	156.51	13	4.9	ALSDORF (VI)
22.07.2004	50.714	6.294	-6357.66	342.34	6.7	0.8	ZWEIFALL
22.10.1982	50.829	6.285	-14143.97	156.03	14.3	1.3	W. WEISWEILER
22.10.1982	50.833	6.293	-12350.54	149.46	12.5	1.6	NW. WEISWEILER
22.10.1982	50.836	6.3	-13144.31	155.69	13.3	2	W. WEISWEILER
22.10.1982	50.837	6.291	-11447.1	152.9	11.6	1.6	N. ESCHWEILER
22.10.2016	50.846	6.22	-13221.63	178.37	13.4	0.7	KINZWEILER
22.12.2018	50.879	6.27	-7875.22	124.78	8	1	NIEDERMERZ
23.02.1995	50.92	6.118	-11402.78	97.22	11.5	2.3	UEBACH-PALENBERG
23.02.2012	50.709	6.261	-6743.82	356.18	7.1	0.3	ZWEIFALL
23.03.1976	50.836	6.069	-10838	162	11	1.5	S. KERKRADE
23.03.1991	50.928	6.16	-883.84	116.16	1	2.5	UEBACH-PALENBERG
23.03.2010	50.768	6.379	-13234.37	265.63	13.5	-0.1	GRESSENICH
23.03.2010	50.781	6.375	-14069.97	230.03	14.3	0.4	GRESSENICH
23.03.2013	50.849	6.335	-12274.15	125.85	12.4	1.3	NE. ESCHWEILER
23.03.2015	50.877	6.535	-9389.36	110.64	9.5	1.1	E. NIEDERZIER
23.04.1995	50.906	6.117	-15260.36	139.64	15.4	1.8	S. UEBACH-PALENBERG
23.04.1995	50.912	6.125	-11072.17	127.83	11.2	2	UEBACH-PALENBERG
23.04.1995	50.914	6.096	-13586.13	113.87	13.7	1.8	W. UEBACH-PALENBERG
23.05.2019	50.773	6.207	-21682.53	217.47	21.9	0.2	STOLBERG
23.05.2019	50.834	6.21	-13014.87	185.13	13.2	0.5	ALSDORF
23.06.1991	50.853	6.324	-13462.34	137.66	13.6	1.5	NE. ESCHWEILER
23.06.2001	50.852	5.989	-1810.64	189.36	2	0.9	W. KERKRADE (NL)
23.06.2001	50.819	6.012	-9736.5	163.5	9.9	0.9	W. KERKRADE (NL)
23.07.2009	50.936	6.483	-4396.43	103.57	4.5	2.3	W. ELSDORF
23.07.2014	50.866	6.211	-9951.69	148.31	10.1	0.5	ALSDORF
23.07.2014	50.861	6.226	-10055.74	144.26	10.2	0.6	ALSDORF
23.07.2014	50.866	6.214	-11352.91	147.09	11.5	1.6	ALSDORF
23.07.2014	50.868	6.212	-11453.24	146.76	11.6	1	ALSDORF
23.09.2016	50.908	6.545	-1216.48	-216.48	1	1.6	ETZWEILER
23.09.2016	50.766	6.529	-6438.94	161.06	6.6	0.1	JAKOBWUELLESHEIM
23.09.2016	50.768	6.538	-9246.8	153.2	9.4	2	JAKOBWUELLESHEIM
23.11.2008	50.874	6.195	-14844.69	155.31	15	1.5	ALSDORF
23.12.2008	50.892	6.211	-11379.89	120.11	11.5	0.7	ALSDORF
23.12.2008	50.854	6.158	-17838.13	161.87	18	1.2	ALSDORF
24.05.2016	50.706	6.255	-5355.24	344.76	5.7	-0.1	ZWEIFALL
24.07.1984	50.834	6.231	-13410.33	189.67	13.6	1.2	NW. ESCHWEILER
24.07.1984	50.842	6.289	-11045.93	154.07	11.2	2.2	DUERWISS
24.07.1984	50.829	6.276	-17038.73	161.27	17.2	1.9	ESCHWEILER
24.07.1984	50.834	6.266	-11030.04	169.96	11.2	1.6	DUERWISS
24.07.2002	50.874	6.221	-9563.73	136.27	9.7	1.5	ALSDORF
24.11.2007	50.883	6.352	-8221.62	78.38	8.3	1	INDEN
24.12.1983	50.945	6.519	-5514.72	85.28	5.6	1.4	W. ELSDORF
25.01.2006	50.699	6.116	-7211.15	288.85	7.5	0.3	E. EYNATTEN (B)
25.02.2011	50.716	6.3	-10414.52	385.48	10.8	0.4	ZWEIFALL
25.03.2002	50.812	6.29	-10170.41	129.59	10.3	1.3	ESCHWEILER
25.04.2003	50.767	6.355	-12110.53	289.47	12.4	0.7	HUERTGENWALD
25.07.1984	50.823	6.35	-14571.04	128.96	14.7	1.3	KINZWEILER
25.07.1984	50.836	6.252	-13132.24	167.76	13.3	1	NW. ESCHWEILER
25.07.1984	50.832	6.282	-11241.84	158.16	11.4	1.3	N.ESCHWEILER
25.07.2002	50.891	6.219	-10069.27	130.73	10.2	2.1	ALSDORF
25.09.2016	50.898	6.501	-2246.03	-146.03	2.1	1.4	NE. NIEDERZIER
25.09.2018	50.912	6.492	-243.85	56.15	0.3	1.3	N. NIEDERZIER
25.11.2014	50.838	6.167	-16022	178	16.2	0.7	WUERSELEN
26.01.2006	50.711	6.112	-4626.71	273.29	4.9	0.7	E. EYNATTEN (B)
26.02.2007	50.874	6.175	-14443.45	156.55	14.6	1	ALSDORF
26.02.2009	50.848	6.306	-10147.05	152.95	10.3	0.6	WEISWEILER
26.03.1984	50.954	6.418	-1403.81	96.19	1.5	1.3	NE. JUELICH
26.04.1982	50.936	6.522	-2130	70	2.2	1.2	W. ELSDORF
26.04.1992	50.834	6.234	-11025.08	174.92	11.2	1.5	ESCHWEILER
26.05.2007	50.709	6.2	-7537.39	262.61	7.8	0.4	WALHEIM
26.05.2016	50.825	6.204	-16107.22	192.78	16.3	0.4	E. WUERSELEN
26.08.2015	50.938	6.479	-1406.55	93.45	1.5	0.4	SOPHIENHÖHE
26.10.2019	50.921	6.375	-10315.24	84.76	10.4	1.1	JUELICH
26.11.2006	50.873	6.21	-12259.15	140.85	12.4	1.3	ALSDORF
26.11.2010	50.912	6.114	-13779.1	120.9	13.9	0.5	UEBACH-PALENBERG
26.11.2010	50.916	6.108	-13276.3	123.7	13.4	0.6	UEBACH-PALENBERG
26.11.2017	50.878	6.259	-10279.15	120.85	10.4	1.1	NIEDERMERZ
26.12.1986	50.822	6.272	-16655.58	144.42	16.8	2	ESCHWEILER
26.12.1992	50.891	6.258	-2675.1	124.9	2.8	1.6	W. ALDENHOVEN
26.12.2016	50.762	6.248	-13240.81	259.19	13.5	1.9	STOLBERG
27.01.2012	50.787	6.208	189.13	189.13	0	0.6	STOLBERG
27.01.2014	50.829	6.322	-11482.91	117.09	11.6	1.3	WEISWEILER
27.02.1985	50.829	6.463	-12385.29	114.71	12.5	1.1	BIRKESDORF
27.02.1985	50.804	6.485	-12473.31	126.69	12.6	1.1	DUEREN
27.02.2009	50.893	6.203	-12578.19	121.81	12.7	0.8	ALSDORF
27.02.2017	50.937	6.477	-470.23	129.77	0.6	0.2	S. ROEDINGEN
27.03.2012	50.828	6.14	-4510.48	189.52	4.7	1.4	WUERSELEN
27.04.1992	50.864	6.21	-11047.86	152.14	11.2	1.5	ASLDORF
27.04.1992	50.877	6.186	-4450.58	149.42	4.6	1.4	ALSDORF
27.04.1992	50.841	6.235	-14540.72	159.28	14.7	1.4	KINZWEILER
27.04.2004	50.703	6.182	-8525.42	274.58	8.8	1.8	WALHEIM
27.05.2009	50.734	6.165	-17739.67	260.33	18	0.4	KORNELIMUENSTER
27.05.2015	50.91	6.5	-2769.67	30.33	2.8	0.9	HAMBACH
27.06.2009	50.914	6.129	-15174.55	125.45	15.3	2	UEBACH
27.06.2010	50.891	6.445	-10802.91	97.09	10.9	0.3	W. NIEDERZIER
27.07.2008	50.847	6.184	-16620.75	179.25	16.8	1.4	WUERSELEN
27.09.2013	50.749	6.286	-6177.29	322.71	6.5	1	STOLBERG
28.02.2009	50.884	6.222	-12865.14	134.86	13	1.1	ALSDORF
28.02.2009	50.882	6.237	-12867.82	132.18	13	1.8	ALSDORF
28.03.2015	50.835	6.291	-8347.28	152.72	8.5	0.9	DUERWISS
28.04.1992	50.892	6.172	-4153.07	146.93	4.3	1.9	ALSDORF
28.04.1992	50.89	6.172	-4547.05	152.95	4.7	-	N. ALSDORF
28.04.2012	50.79	6.274	-4309.5	190.5	4.5	0.6	STOLBERG
28.05.2013	50.946	6.422	-8503.79	96.21	8.6	1.5	WELLDORF
28.07.2015	50.707	6.312	-2391.86	408.14	2.8	0	RAFFELSBRAND
28.08.2016	50.709	6.25	-5508.08	291.92	5.8	-0.1	ZWEIFALL
28.11.2006	50.935	6.436	-8135.07	264.93	8.4	1.1	STETTERNICH
28.11.2006	50.935	6.443	-8133.44	266.56	8.4	1.2	STETTERNICH
28.12.1984	50.865	6.537	-13080.68	119.32	13.2	0.8	MORSCHENICH
29.01.1985	50.712	6.404	-13402.88	397.12	13.8	1.5	SE. HUERTGEN
29.04.2009	50.88	6.459	-5296.13	103.87	5.4	0.6	NIEDERZIER
29.07.2002	50.851	6.243	-13543.23	156.77	13.7	1	ALSDORF
29.08.2004	50.929	6.45	-4024.35	275.65	4.3	0.8	E. STETTERNICH
29.08.2004	50.923	6.453	-3132.72	267.28	3.4	1.4	E. STETTERNICH
29.09.1981	50.854	6.231	-2143.28	156.72	2.3	1.8	E. ALSDORF
29.10.1994	50.911	6.075	-7073.54	126.46	7.2	1.1	E. LANDGRAAF
29.11.2006	50.771	6.29	-1870.97	229.03	2.1	0.4	SE STOLBERG
29.11.2018	50.921	6.063	-10275.02	124.98	10.4	1.4	LANDGRAAF
29.12.2007	50.932	6.142	-12873.97	126.03	13	1.5	UEBACH-PALENBERG
30.01.2002	50.825	6.318	-12680.5	119.5	12.8	1.3	DUERWISS
30.01.2002	50.788	6.262	-16550.1	249.9	16.8	1.6	DUERWISS
30.01.2002	50.766	6.244	-19317.22	282.78	19.6	1.6	DUERWISS
30.04.1992	50.882	6.176	-4442.31	157.69	4.6	1.8	ALSDORF
30.04.2005	50.922	6.15	-13572.95	127.05	13.7	1	UEBACH-PALENBERG
30.04.2007	50.739	6.221	-5322.68	277.32	5.6	0.3	BREINIG
30.04.2007	50.729	6.232	-4917.82	282.18	5.2	0.1	BREINIG
30.05.1979	50.85	6.177	-15634.05	165.95	15.8	1.5	ALSDORF
30.06.2000	50.874	6.209	-18758.02	141.98	18.9	2	HOENGEN (ALDENHOVEN)
30.08.2008	50.908	6.426	-13210.6	89.4	13.3	0.5	DAUBENRATH
30.09.2008	50.856	6.221	-14948.91	151.09	15.1	0.8	ALSDORF
30.10.2008	50.705	6.316	-5566.78	433.22	6	0	E. ZWEIFALL
30.12.2016	50.911	6.099	-13866.53	133.47	14	1.5	UEBACH-PALENBERG
31.03.2017	50.93	6.495	-313.47	186.53	0.5	1.7	S. OBEREMBT
31.05.2009	50.744	6.209	-3637.37	262.63	3.9	0.2	DORFF
31.05.2009	50.744	6.209	-3637.37	262.63	3.9	0.3	DORFF
31.05.2009	50.744	6.209	-3637.37	262.63	3.9	0.8	DORFF
31.05.2009	50.743	6.208	-3737.65	262.35	4	0.9	DORFF
31.07.2004	50.892	6.204	-15976.29	123.71	16.1	1.2	ALSDORF
31.07.2004	50.894	6.198	-17474.69	125.31	17.6	2.2	ALSDORF
31.10.2014	50.717	6.162	-17925.4	274.6	18.2	0.5	KORNELIMUENSTER
31.10.2015	50.759	6.249	-24237.02	262.98	24.5	0.4	STOLBERG
31.12.2018	50.708	6.323	-588.23	411.77	1	-0.3	RAFFELSBRAND
31.12.2018	50.826	6.253	-3341.67	158.33	3.5	1.1	ESCHWEILER
10.12.2019	50.909	6.443	-2394.16	105.84	2.5	2.1	HAMBACH
12.01.2020	50.828	6.226	-18301.47	198.53	18.5	1	ESCHWEILER
